id,county,state,dem_2012,rep_2012,total_2012,percent_dem,percent_rep,single_score,cracker_barrel,whole_foods
1001,Autauga,Alabama,"6,363","17,379","23,742",0.268006,0.731994,-0.731993935,1,
1003,Baldwin,Alabama,"18,424","66,016","84,440",0.21819,0.78181,-0.781809569,2,
1005,Barbour,Alabama,"5,912","5,550","11,462",0.515791,0.484209,0.51579131,,
1007,Bibb,Alabama,"2,202","6,132","8,334",0.264219,0.735781,-0.735781138,,
1009,Blount,Alabama,"2,970","20,757","23,727",0.125174,0.874826,-0.874826147,,
1011,Bullock,Alabama,"4,061","1,251","5,312",0.764495,0.235505,0.764495482,,
1013,Butler,Alabama,"4,374","5,087","9,461",0.462319,0.537681,-0.537681006,1,
1015,Calhoun,Alabama,"15,511","30,278","45,789",0.338749,0.661251,-0.661250519,1,
1017,Chambers,Alabama,"6,871","7,626","14,497",0.47396,0.52604,-0.52603987,,
1019,Cherokee,Alabama,"2,132","7,506","9,638",0.221208,0.778792,-0.778792281,,
1021,Chilton,Alabama,"3,397","13,932","17,329",0.19603,0.80397,-0.803970223,,
1023,Choctaw,Alabama,"3,786","4,152","7,938",0.476946,0.523054,-0.523053666,,
1025,Clarke,Alabama,"6,334","7,470","13,804",0.458853,0.541147,-0.541147493,,
1027,Clay,Alabama,"1,777","4,817","6,594",0.269487,0.730513,-0.730512587,,
1029,Cleburne,Alabama,971,"5,272","6,243",0.155534,0.844466,-0.844465802,,
1031,Coffee,Alabama,"4,925","14,666","19,591",0.251391,0.748609,-0.748609055,,
1033,Colbert,Alabama,"9,166","13,936","23,102",0.396762,0.603238,-0.603237815,,
1035,Conecuh,Alabama,"3,555","3,439","6,994",0.508293,0.491707,0.508292822,,
1037,Coosa,Alabama,"2,191","3,049","5,240",0.41813,0.58187,-0.581870229,,
1039,Covington,Alabama,"3,158","12,153","15,311",0.206257,0.793743,-0.793743061,,
1041,Crenshaw,Alabama,"2,050","4,331","6,381",0.321266,0.678734,-0.678733741,,
1043,Cullman,Alabama,"5,052","28,999","34,051",0.148366,0.851634,-0.851634313,1,
1045,Dale,Alabama,"5,286","13,108","18,394",0.287376,0.712624,-0.712623682,,
1047,Dallas,Alabama,"14,612","6,288","20,900",0.699139,0.300861,0.699138756,,
1049,DeKalb,Alabama,"5,239","18,331","23,570",0.222274,0.777726,-0.777725923,1,
1051,Elmore,Alabama,"8,954","26,253","35,207",0.254324,0.745676,-0.745675576,,
1053,Escambia,Alabama,"5,489","9,287","14,776",0.371481,0.628519,-0.62851922,,
1055,Etowah,Alabama,"12,803","29,130","41,933",0.30532,0.69468,-0.694679608,1,
1057,Fayette,Alabama,"1,817","6,054","7,871",0.230847,0.769153,-0.769152585,,
1059,Franklin,Alabama,"3,171","7,567","10,738",0.295306,0.704694,-0.704693611,,
1061,Geneva,Alabama,"2,039","9,175","11,214",0.181826,0.818174,-0.818173711,,
1063,Greene,Alabama,"4,521",804,"5,325",0.849014,0.150986,0.849014085,,
1065,Hale,Alabama,"5,411","3,210","8,621",0.627653,0.372347,0.627653404,,
1067,Henry,Alabama,"3,083","5,628","8,711",0.35392,0.64608,-0.646079669,,
1069,Houston,Alabama,"12,367","29,270","41,637",0.297019,0.702981,-0.702980522,1,
1071,Jackson,Alabama,"5,822","14,439","20,261",0.28735,0.71265,-0.712649919,,
1073,Jefferson,Alabama,"159,876","141,683","301,559",0.530165,0.469835,0.53016491,4,1
1075,Lamar,Alabama,"1,646","5,457","7,103",0.231733,0.768267,-0.768266929,,
1077,Lauderdale,Alabama,"12,511","23,911","36,422",0.343501,0.656499,-0.656498819,1,
1079,Lawrence,Alabama,"5,069","8,874","13,943",0.363552,0.636448,-0.636448397,,
1081,Lee,Alabama,"21,381","32,194","53,575",0.399085,0.600915,-0.600914606,1,
1083,Limestone,Alabama,"9,829","25,295","35,124",0.279837,0.720163,-0.720162852,1,
1085,Lowndes,Alabama,"5,747","1,756","7,503",0.76596,0.23404,0.765960283,,
1087,Macon,Alabama,"9,045","1,331","10,376",0.871723,0.128277,0.871723207,,
1089,Madison,Alabama,"62,015","90,884","152,899",0.405595,0.594405,-0.594405457,2,
1091,Marengo,Alabama,"6,167","5,336","11,503",0.536121,0.463879,0.536121012,,
1093,Marion,Alabama,"2,249","9,697","11,946",0.188264,0.811736,-0.811736146,,
1095,Marshall,Alabama,"6,299","25,867","32,166",0.195828,0.804172,-0.804172107,1,
1097,Mobile,Alabama,"78,760","94,893","173,653",0.453548,0.546452,-0.546451832,2,
1099,Monroe,Alabama,"4,914","5,741","10,655",0.461192,0.538808,-0.538808071,,
1101,Montgomery,Alabama,"63,085","38,332","101,417",0.622036,0.377964,0.622035753,1,
1103,Morgan,Alabama,"13,439","35,391","48,830",0.27522,0.72478,-0.724779848,2,
1105,Perry,Alabama,"4,568","1,506","6,074",0.752058,0.247942,0.752057952,,
1107,Pickens,Alabama,"4,455","5,124","9,579",0.46508,0.53492,-0.534920138,,
1109,Pike,Alabama,"6,035","7,963","13,998",0.431133,0.568867,-0.568866981,,
1111,Randolph,Alabama,"3,078","7,224","10,302",0.298777,0.701223,-0.701223063,,
1113,Russell,Alabama,"10,500","8,278","18,778",0.559165,0.440835,0.55916498,,
1115,Shelby,Alabama,"20,051","71,436","91,487",0.219168,0.780832,-0.780832249,2,
1117,St. Clair,Alabama,"5,801","29,031","34,832",0.166542,0.833458,-0.83345774,2,
1119,Sumter,Alabama,"5,421","1,586","7,007",0.773655,0.226345,0.773654917,,
1121,Talladega,Alabama,"13,905","19,246","33,151",0.419444,0.580556,-0.580555639,,
1123,Tallapoosa,Alabama,"6,319","12,396","18,715",0.337644,0.662356,-0.662356399,,
1125,Tuscaloosa,Alabama,"32,048","45,748","77,796",0.411949,0.588051,-0.5880508,1,
1127,Walker,Alabama,"6,557","21,651","28,208",0.232452,0.767548,-0.767548213,,
1129,Washington,Alabama,"2,976","5,761","8,737",0.34062,0.65938,-0.65937965,,
1131,Wilcox,Alabama,"4,868","1,679","6,547",0.743547,0.256453,0.743546663,,
1133,Winston,Alabama,"1,286","8,312","9,598",0.133986,0.866014,-0.866013753,,
2013,Alaska,Alaska,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2016,Aleutians West Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2020,Anchorage Municipality, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2050,Bethel Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2060,Bristol Bay Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2068,Denali Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2070,Dillingham Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2090,Fairbanks North Star Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2100,Haines Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2105,Hoonah-Angoon Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2110,Juneau City and Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2122,Kenai Peninsula Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2130,Ketchikan Gateway Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2150,Kodiak Island Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2164,Lake and Peninsula Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2170,Matanuska-Susitna Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2180,Nome Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2185,North Slope Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2188,Northwest Arctic Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2195,Petersburg Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2198,Prince of Wales-Hyder Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2220,Sitka City and Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2230,Skagway Municipality, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2240,Southeast Fairbanks Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2261,Valdez-Cordova Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2270,Wade Hampton Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2275,Wrangell City and Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2282,Yakutat City and Borough, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
2290,Yukon-Koyukuk Census Area, Alaksa,"122,640","164,676","287,316",0.426847,0.573153,-0.573152905,,
4001,Apache,Arizona,"17,147","8,250","25,397",0.675158,0.324842,0.675158483,,
4003,Cochise,Arizona,"18,546","29,497","48,043",0.386029,0.613971,-0.613970818,,
4005,Coconino,Arizona,"29,257","21,220","50,477",0.579611,0.420389,0.579610516,1,
4007,Gila,Arizona,"7,697","13,455","21,152",0.36389,0.63611,-0.636110061,,
4009,Graham,Arizona,"3,609","8,076","11,685",0.308858,0.691142,-0.69114249,,
4011,Greenlee,Arizona,"1,310","1,592","2,902",0.451413,0.548587,-0.548587181,,
4012,La Paz,Arizona,"1,880","3,714","5,594",0.336074,0.663926,-0.663925635,,
4013,Maricopa,Arizona,"602,288","749,885","1,352,173",0.445422,0.554578,-0.554577706,7,5
4015,Mohave,Arizona,"19,533","49,168","68,701",0.284319,0.715681,-0.715680994,1,
4017,Navajo,Arizona,"16,945","19,884","36,829",0.460099,0.539901,-0.539900622,,
4019,Pima,Arizona,"201,251","174,779","376,030",0.535199,0.464801,0.535199319,2,2
4021,Pinal,Arizona,"44,306","62,079","106,385",0.416468,0.583532,-0.583531513,,
4023,Santa Cruz,Arizona,"9,486","4,235","13,721",0.691349,0.308651,0.691349027,,
4025,Yavapai,Arizona,"33,918","64,468","98,386",0.344744,0.655256,-0.655255829,1,
4027,Yuma,Arizona,"18,059","23,352","41,411",0.436092,0.563908,-0.56390814,1,
5001,Arkansas,Arkansas,"2,455","3,897","6,352",0.386492,0.613508,-0.613507557,,
5003,Ashley,Arkansas,"2,859","4,867","7,726",0.370049,0.629951,-0.629950815,,
5005,Baxter,Arkansas,"5,172","13,688","18,860",0.274231,0.725769,-0.725768823,,
5007,Benton,Arkansas,"22,636","54,646","77,282",0.292901,0.707099,-0.707098678,,
5009,Boone,Arkansas,"3,772","11,159","14,931",0.252629,0.747371,-0.747371241,,
5011,Bradley,Arkansas,"1,449","2,134","3,583",0.40441,0.59559,-0.595590287,,
5013,Calhoun,Arkansas,660,"1,458","2,118",0.311615,0.688385,-0.688385269,,
5015,Carroll,Arkansas,"3,696","6,125","9,821",0.376336,0.623664,-0.623663578,,
5017,Chicot,Arkansas,"2,649","1,670","4,319",0.613336,0.386664,0.61333642,,
5019,Clark,Arkansas,"3,811","4,343","8,154",0.467378,0.532622,-0.532622026,1,
5021,Clay,Arkansas,"1,738","3,225","4,963",0.350191,0.649809,-0.649808584,,
5023,Cleburne,Arkansas,"2,620","8,693","11,313",0.231592,0.768408,-0.768408026,,
5025,Cleveland,Arkansas,845,"2,313","3,158",0.267574,0.732426,-0.732425586,,
5027,Columbia,Arkansas,"3,557","5,790","9,347",0.38055,0.61945,-0.619450091,,
5029,Conway,Arkansas,"3,005","4,514","7,519",0.399654,0.600346,-0.600345791,,
5031,Craighead,Arkansas,"10,527","20,350","30,877",0.340933,0.659067,-0.659066619,1,
5033,Crawford,Arkansas,"4,881","15,145","20,026",0.243733,0.756267,-0.756266853,1,
5035,Crittenden,Arkansas,"9,487","6,998","16,485",0.575493,0.424507,0.575492872,1,
5037,Cross,Arkansas,"2,279","4,269","6,548",0.348045,0.651955,-0.651954795,,
5039,Dallas,Arkansas,"1,337","1,665","3,002",0.44537,0.55463,-0.554630247,,
5041,Desha,Arkansas,"2,443","1,896","4,339",0.563033,0.436967,0.563032957,,
5043,Drew,Arkansas,"2,630","3,887","6,517",0.40356,0.59644,-0.59644008,,
5045,Faulkner,Arkansas,"13,621","26,722","40,343",0.33763,0.66237,-0.662370176,1,
5047,Franklin,Arkansas,"1,726","4,631","6,357",0.271512,0.728488,-0.728488281,,
5049,Fulton,Arkansas,"1,452","2,949","4,401",0.329925,0.670075,-0.670074983,,
5051,Garland,Arkansas,"13,804","26,014","39,818",0.346677,0.653323,-0.653322618,1,
5053,Grant,Arkansas,"1,468","4,829","6,297",0.233127,0.766873,-0.766873114,,
5055,Greene,Arkansas,"4,000","9,071","13,071",0.306021,0.693979,-0.693979038,,
5057,Hempstead,Arkansas,"2,468","4,284","6,752",0.365521,0.634479,-0.634478673,,
5059,Hot Spring,Arkansas,"3,830","7,097","10,927",0.350508,0.649492,-0.649492084,,
5061,Howard,Arkansas,"1,471","2,892","4,363",0.337153,0.662847,-0.662846665,,
5063,Independence,Arkansas,"3,281","8,728","12,009",0.273212,0.726788,-0.726788242,,
5065,Izard,Arkansas,"1,524","3,575","5,099",0.298882,0.701118,-0.701117866,,
5067,Jackson,Arkansas,"2,095","3,072","5,167",0.405458,0.594542,-0.594542288,,
5069,Jefferson,Arkansas,"17,470","9,520","26,990",0.647277,0.352723,0.647276769,,
5071,Johnson,Arkansas,"2,799","5,064","7,863",0.355971,0.644029,-0.644028997,,
5073,Lafayette,Arkansas,"1,173","1,713","2,886",0.406445,0.593555,-0.593555094,,
5075,Lawrence,Arkansas,"1,788","3,536","5,324",0.335838,0.664162,-0.664162284,,
5077,Lee,Arkansas,"2,107","1,280","3,387",0.622084,0.377916,0.622084441,,
5079,Lincoln,Arkansas,"1,425","2,199","3,624",0.393212,0.606788,-0.606788079,,
5081,Little River,Arkansas,"1,552","3,385","4,937",0.314361,0.685639,-0.685639052,,
5083,Logan,Arkansas,"2,009","5,079","7,088",0.283437,0.716563,-0.716563205,,
5085,Lonoke,Arkansas,"5,625","17,880","23,505",0.239311,0.760689,-0.760689215,,
5087,Madison,Arkansas,"2,099","4,263","6,362",0.329928,0.670072,-0.670072304,,
5089,Marion,Arkansas,"2,037","4,774","6,811",0.299075,0.700925,-0.700924974,,
5091,Miller,Arkansas,"4,518","10,622","15,140",0.298415,0.701585,-0.701585205,,
5093,Mississippi,Arkansas,"6,467","6,603","13,070",0.494797,0.505203,-0.505202754,,
5095,Monroe,Arkansas,"1,583","1,585","3,168",0.499684,0.500316,-0.500315657,,
5097,Montgomery,Arkansas,920,"2,369","3,289",0.27972,0.72028,-0.72027972,,
5099,Nevada,Arkansas,"1,314","1,996","3,310",0.396979,0.603021,-0.603021148,,
5101,Newton,Arkansas,993,"2,508","3,501",0.283633,0.716367,-0.716366752,,
5103,Ouachita,Arkansas,"4,633","5,521","10,154",0.456273,0.543727,-0.54372661,,
5105,Perry,Arkansas,"1,187","2,581","3,768",0.315021,0.684979,-0.684978769,,
5107,Phillips,Arkansas,"5,202","2,598","7,800",0.666923,0.333077,0.666923077,,
5109,Pike,Arkansas,851,"2,847","3,698",0.230124,0.769876,-0.769875608,,
5111,Poinsett,Arkansas,"2,390","4,974","7,364",0.324552,0.675448,-0.675448126,,
5113,Polk,Arkansas,"1,556","5,955","7,511",0.207163,0.792837,-0.792837172,,
5115,Pope,Arkansas,"5,126","14,763","19,889",0.25773,0.74227,-0.742269596,1,
5117,Prairie,Arkansas,880,"2,153","3,033",0.290142,0.709858,-0.709858226,,
5119,Pulaski,Arkansas,"87,248","68,984","156,232",0.558452,0.441548,0.558451534,2,1
5121,Randolph,Arkansas,"2,046","3,701","5,747",0.356012,0.643988,-0.643988168,,
5123,Saline,Arkansas,"12,869","32,963","45,832",0.280786,0.719214,-0.71921365,1,
5125,Scott,Arkansas,897,"2,631","3,528",0.254252,0.745748,-0.745748299,,
5127,Searcy,Arkansas,814,"2,699","3,513",0.231711,0.768289,-0.768289212,,
5129,Sebastian,Arkansas,"13,092","29,169","42,261",0.309789,0.690211,-0.690210833,,
5131,Sevier,Arkansas,"1,042","3,136","4,178",0.249402,0.750598,-0.750598372,,
5133,Sharp,Arkansas,"2,092","4,921","7,013",0.298303,0.701697,-0.701696849,,
5135,St. Francis,Arkansas,"4,910","3,368","8,278",0.593138,0.406862,0.593138439,,
5137,Stone,Arkansas,"1,356","3,776","5,132",0.264224,0.735776,-0.735775526,,
5139,Union,Arkansas,"6,196","10,699","16,895",0.366736,0.633264,-0.633264279,,
5141,Van Buren,Arkansas,"1,832","4,365","6,197",0.295627,0.704373,-0.704373084,,
5143,Washington,Arkansas,"28,236","39,688","67,924",0.4157,0.5843,-0.5843001,1,
5145,White,Arkansas,"5,765","20,011","25,776",0.223658,0.776342,-0.776342334,,
5147,Woodruff,Arkansas,"1,340","1,227","2,567",0.52201,0.47799,0.522010129,,
5149,Yell,Arkansas,"1,722","4,042","5,764",0.298751,0.701249,-0.701249133,,
6001,Alameda,California,"469,684","108,182","577,866",0.812791,0.187209,0.812790509,,2
6003,Alpine,California,389,236,625,0.6224,0.3776,0.6224,,
6005,Amador,California,"6,830","10,281","17,111",0.399158,0.600842,-0.600841564,,
6007,Butte,California,"42,669","44,479","87,148",0.489615,0.510385,-0.510384633,,
6009,Calaveras,California,"8,670","12,365","21,035",0.41217,0.58783,-0.587829807,,
6011,Colusa,California,"2,314","3,601","5,915",0.391209,0.608791,-0.608791209,,
6013,Contra Costa,California,"290,824","136,517","427,341",0.680543,0.319457,0.680543173,,3
6015,Del Norte,California,"3,791","4,614","8,405",0.451041,0.548959,-0.548958953,,
6017,El Dorado,California,"35,166","50,973","86,139",0.408247,0.591753,-0.591752865,,
6019,Fresno,California,"129,129","124,490","253,619",0.509146,0.490854,0.509145608,,1
6021,Glenn,California,"3,301","5,632","8,933",0.369529,0.630471,-0.630471286,,
6023,Humboldt,California,"34,457","18,825","53,282",0.646691,0.353309,0.64669119,,
6025,Imperial,California,"25,136","12,777","37,913",0.662992,0.337008,0.662991586,,
6027,Inyo,California,"3,422","4,340","7,762",0.440866,0.559134,-0.559134244,,
6029,Kern,California,"89,495","126,618","216,113",0.414112,0.585888,-0.585887938,,
6031,Kings,California,"12,979","17,671","30,650",0.423458,0.576542,-0.576541599,,
6033,Lake,California,"13,163","9,200","22,363",0.588606,0.411394,0.58860618,,
6035,Lassen,California,"3,053","7,296","10,349",0.295004,0.704996,-0.704995652,,
6037,Los Angeles,California,"2,216,903","885,333","3,102,236",0.714615,0.285385,0.714614555,,23
6039,Madera,California,"16,018","22,852","38,870",0.412092,0.587908,-0.587908413,,
6041,Marin,California,"99,896","30,880","130,776",0.763871,0.236129,0.763871047,,4
6043,Mariposa,California,"3,498","5,140","8,638",0.404955,0.595045,-0.595045149,,
6045,Mendocino,California,"23,193","9,658","32,851",0.706006,0.293994,0.706005905,,
6047,Merced,California,"33,005","27,581","60,586",0.544763,0.455237,0.544762816,,
6049,Modoc,California,"1,111","2,777","3,888",0.285751,0.714249,-0.714248971,,
6051,Mono,California,"2,733","2,285","5,018",0.544639,0.455361,0.544639299,,
6053,Monterey,California,"82,920","37,390","120,310",0.68922,0.31078,0.689219516,,1
6055,Napa,California,"35,870","19,526","55,396",0.64752,0.35248,0.647519677,,1
6057,Nevada,California,"24,663","24,986","49,649",0.496747,0.503253,-0.503252835,,
6059,Orange,California,"512,440","582,332","1,094,772",0.468079,0.531921,-0.531920802,,3
6061,Placer,California,"66,818","99,921","166,739",0.400734,0.599266,-0.599265919,,1
6063,Plumas,California,"4,026","5,721","9,747",0.41305,0.58695,-0.586949831,,
6065,Riverside,California,"329,063","318,127","647,190",0.508449,0.491551,0.508448833,,
6067,Sacramento,California,"300,503","202,514","503,017",0.597401,0.402599,0.597401281,,1
6069,San Benito,California,"11,276","7,343","18,619",0.605618,0.394382,0.605617917,,
6071,San Bernardino,California,"305,109","262,358","567,467",0.537668,0.462332,0.53766827,,
6073,San Diego,California,"626,957","536,726","1,163,683",0.53877,0.46123,0.538769579,,3
6075,San Francisco,California,"301,723","47,076","348,799",0.865034,0.134966,0.865034017,,5
6077,San Joaquin,California,"114,121","86,071","200,192",0.570058,0.429942,0.570057745,,
6079,San Luis Obispo,California,"61,258","59,967","121,225",0.505325,0.494675,0.505324809,,
6081,San Mateo,California,"206,085","72,756","278,841",0.739077,0.260923,0.739077108,,2
6083,Santa Barbara,California,"94,129","64,606","158,735",0.592995,0.407005,0.592994614,,1
6085,Santa Clara,California,"450,818","174,843","625,661",0.720547,0.279453,0.72054675,,6
6087,Santa Cruz,California,"90,805","24,047","114,852",0.790626,0.209374,0.790626197,,2
6089,Shasta,California,"25,819","48,067","73,886",0.349444,0.650556,-0.650556262,,
6091,Sierra,California,653,"1,056","1,709",0.382095,0.617905,-0.617905208,,
6093,Siskiyou,California,"8,046","11,077","19,123",0.42075,0.57925,-0.579250118,,
6095,Solano,California,"96,783","52,092","148,875",0.650096,0.349904,0.650095718,,
6097,Sonoma,California,"153,942","54,784","208,726",0.737532,0.262468,0.737531501,,5
6099,Stanislaus,California,"77,724","73,459","151,183",0.514105,0.485895,0.514105422,,
6101,Sutter,California,"12,192","18,122","30,314",0.40219,0.59781,-0.597809593,,
6103,Tehama,California,"7,934","14,235","22,169",0.357887,0.642113,-0.64211286,,
6105,Trinity,California,"2,674","2,716","5,390",0.496104,0.503896,-0.503896104,,
6107,Tulare,California,"41,752","56,956","98,708",0.422985,0.577015,-0.577015034,,
6109,Tuolumne,California,"9,998","13,880","23,878",0.418712,0.581288,-0.581288215,,
6111,Ventura,California,"170,929","147,958","318,887",0.536017,0.463983,0.536017461,,1
6113,Yolo,California,"48,715","23,368","72,083",0.675818,0.324182,0.675818154,,
6115,Yuba,California,"7,711","11,275","18,986",0.406141,0.593859,-0.593858633,,
8001,Adams,Colorado,"100,649","70,972","171,621",0.586461,0.413539,0.586460864,1,
8003,Alamosa,Colorado,"3,811","2,705","6,516",0.584868,0.415132,0.584868017,,
8005,Arapahoe,Colorado,"153,905","125,588","279,493",0.550658,0.449342,0.550657798,,2
8007,Archuleta,Colorado,"2,679","3,872","6,551",0.408945,0.591055,-0.591054801,,
8009,Baca,Colorado,467,"1,559","2,026",0.230503,0.769497,-0.769496545,,
8011,Bent,Colorado,815,"1,075","1,890",0.431217,0.568783,-0.568783069,,
8013,Boulder,Colorado,"125,091","49,981","175,072",0.714512,0.285488,0.714511744,,4
8014,Broomfield,Colorado,"16,966","15,008","31,974",0.530619,0.469381,0.530618628,,
8015,Chaffee,Colorado,"5,086","5,070","10,156",0.500788,0.499212,0.500787712,,
8017,Cheyenne,Colorado,172,889,"1,061",0.162111,0.837889,-0.837888784,,
8019,Clear Creek,Colorado,"3,119","2,430","5,549",0.562083,0.437917,0.562083258,,
8021,Conejos,Colorado,"2,213","1,835","4,048",0.54669,0.45331,0.546689723,,
8023,Costilla,Colorado,"1,340",446,"1,786",0.75028,0.24972,0.750279955,,
8025,Crowley,Colorado,535,924,"1,459",0.36669,0.63331,-0.633310487,,
8027,Custer,Colorado,868,"1,788","2,656",0.326807,0.673193,-0.673192771,,
8029,Delta,Colorado,"4,622","10,915","15,537",0.297483,0.702517,-0.702516573,,
8031,Denver,Colorado,"222,018","73,111","295,129",0.752274,0.247726,0.752274429,,5
8033,Dolores,Colorado,334,859,"1,193",0.279966,0.720034,-0.720033529,,
8035,Douglas,Colorado,"61,094","104,397","165,491",0.369168,0.630832,-0.630831888,,1
8037,Eagle,Colorado,"12,792","9,411","22,203",0.576138,0.423862,0.57613836,,
8039,El Paso,Colorado,"111,819","170,952","282,771",0.39544,0.60456,-0.604559874,1,2
8041,Elbert,Colorado,"3,603","10,266","13,869",0.259788,0.740212,-0.740211984,,
8043,Fremont,Colorado,"6,704","13,174","19,878",0.337257,0.662743,-0.662742731,,
8045,Garfield,Colorado,"11,305","12,535","23,840",0.474203,0.525797,-0.52579698,,
8047,Gilpin,Colorado,"1,892","1,346","3,238",0.584311,0.415689,0.584311303,,
8049,Grand,Colorado,"3,684","4,253","7,937",0.464155,0.535845,-0.535844778,,
8051,Gunnison,Colorado,"5,044","3,341","8,385",0.60155,0.39845,0.601550388,,
8053,Hinsdale,Colorado,229,353,582,0.393471,0.606529,-0.60652921,,
8055,Huerfano,Colorado,"1,953","1,646","3,599",0.542651,0.457349,0.542650736,,
8057,Jackson,Colorado,216,600,816,0.264706,0.735294,-0.735294118,,
8059,Jefferson,Colorado,"159,296","144,197","303,493",0.524875,0.475125,0.524875368,,3
8061,Kiowa,Colorado,118,677,795,0.148428,0.851572,-0.851572327,,
8063,Kit Carson,Colorado,838,"2,785","3,623",0.2313,0.7687,-0.768699972,,
8065,La Plata,Colorado,"15,489","12,794","28,283",0.547643,0.452357,0.547643461,,
8067,Lake,Colorado,"1,839","1,098","2,937",0.626149,0.373851,0.626149132,,
8069,Larimer,Colorado,"92,747","82,376","175,123",0.529611,0.470389,0.529610617,1,
8071,Las Animas,Colorado,"3,445","3,263","6,708",0.513566,0.486434,0.513565891,,
8073,Lincoln,Colorado,552,"1,687","2,239",0.246539,0.753461,-0.753461367,,
8075,Logan,Colorado,"2,712","6,179","8,891",0.305028,0.694972,-0.694972444,,
8077,Mesa,Colorado,"23,846","47,472","71,318",0.334362,0.665638,-0.665638408,,
8079,Mineral,Colorado,291,344,635,0.458268,0.541732,-0.541732283,,
8081,Moffat,Colorado,"1,330","4,695","6,025",0.220747,0.779253,-0.779253112,,
8083,Montezuma,Colorado,"4,542","7,401","11,943",0.380306,0.619694,-0.619693544,,
8085,Montrose,Colorado,"6,138","13,552","19,690",0.311732,0.688268,-0.688268156,,
8087,Morgan,Colorado,"3,912","6,602","10,514",0.372075,0.627925,-0.627924672,,
8089,Otero,Colorado,"3,647","4,382","8,029",0.454228,0.545772,-0.545771578,,
8091,Ouray,Colorado,"1,646","1,481","3,127",0.526383,0.473617,0.526383115,,
8093,Park,Colorado,"3,862","5,236","9,098",0.424489,0.575511,-0.575511101,,
8095,Phillips,Colorado,588,"1,637","2,225",0.26427,0.73573,-0.735730337,,
8097,Pitkin,Colorado,"6,849","3,024","9,873",0.69371,0.30629,0.693710119,,
8099,Prowers,Colorado,"1,519","3,230","4,749",0.319857,0.680143,-0.680143188,,
8101,Pueblo,Colorado,"42,551","31,894","74,445",0.571576,0.428424,0.571576332,1,
8103,Rio Blanco,Colorado,568,"2,724","3,292",0.172539,0.827461,-0.82746051,,
8105,Rio Grande,Colorado,"2,478","2,918","5,396",0.459229,0.540771,-0.540770941,,
8107,Routt,Colorado,"7,547","5,469","13,016",0.579825,0.420175,0.579824831,,
8109,Saguache,Colorado,"1,864",964,"2,828",0.659123,0.340877,0.659123055,,
8111,San Juan,Colorado,266,212,478,0.556485,0.443515,0.556485356,,
8113,San Miguel,Colorado,"2,992","1,154","4,146",0.721659,0.278341,0.721659431,,
8115,Sedgwick,Colorado,419,881,"1,300",0.322308,0.677692,-0.677692308,,
8117,Summit,Colorado,"9,347","5,571","14,918",0.626559,0.373441,0.62655852,,
8119,Teller,Colorado,"4,333","8,702","13,035",0.332413,0.667587,-0.667587265,,
8121,Washington,Colorado,468,"2,076","2,544",0.183962,0.816038,-0.816037736,,
8123,Weld,Colorado,"49,050","63,775","112,825",0.434744,0.565256,-0.565255927,,
8125,Yuma,Colorado,987,"3,490","4,477",0.22046,0.77954,-0.77953987,,
9001,Fairfield,Connecticut,"217,294","175,168","392,462",0.553669,0.446331,0.55366889,,4
